City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution
Oyster Bay,40.8656543,-73.5320685,New York,United States of America,Oyster Bay New York United States of America ,100,25
Galway,53.270668,-9.0567905,Connacht,Ireland,Galway Connacht Ireland ,92.04545455,44.44444444
Roy,41.1616108,-112.0263313,Utah,United States of America,Roy Utah United States of America ,100,50
Norwich,52.6292567,1.2978802,England,United Kingdom,Norwich England United Kingdom ,71.05263158,31.66666667
Szekesfehervar,47.1860262,18.4221358,Fejer County,Hungary,Szekesfehervar Fejer County Hungary ,62.5,18.75
Hoa Binh,20.8275154,105.3390793,Hoa Binh,Vietnam,Hoa Binh Hoa Binh Vietnam ,75,75
Mazar-i-Sharif,36.6926167,67.1179511,Balkh,Afghanistan,Mazar-i-Sharif Balkh Afghanistan ,11.11111111,83.33333333
Luxor,25.6872431,32.6396357,Luxor Governorate,Egypt,Luxor Luxor Governorate Egypt ,75,37.5
Banja Luka,44.7721811,17.191,Republika Srpska,Bosnia and Herzegovina,Banja Luka Republika Srpska Bosnia and Herzegovina ,45.58823529,58.59375
Sioux Falls,43.5460223,-96.731265,South Dakota,United States of America,Sioux Falls South Dakota United States of America ,81.81818182,32.14285714
Brighton,50.8229402,-0.1362672,England,United Kingdom,Brighton England United Kingdom ,82.14285714,21.73913043
Wiener Neustadt,47.80279,16.23318,Lower Austria,Austria,Wiener Neustadt Lower Austria Austria ,87.5,50
Natal,-5.7841695,-35.1999708,Rio Grande do Norte,Brazil,Natal Rio Grande do Norte Brazil ,80.68181818,59.09090909
Shkoder,42.0692985,19.5032559,Shkoder County,Albania,Shkoder Shkoder County Albania ,75,33.33333333
Polokwane,-23.8961708,29.4486263,Limpopo,South Africa,Polokwane Limpopo South Africa ,50,50
Aden,12.7854969,45.0186548,Adan Governorate,Yemen,Aden Adan Governorate Yemen ,16.66666667,75
Oran,35.6987388,-0.6349319,Oran Province,Algeria,Oran Oran Province Algeria ,50,35.71428571
Hanover,43.7022451,-72.2895526,New Hampshire,United States of America,Hanover New Hampshire United States of America ,100,50
Ubon Ratchathani,15.2448453,104.8472995,Ubon Ratchathani,Thailand,Ubon Ratchathani Ubon Ratchathani Thailand ,50,50
Pau,43.2951,-0.370797,,France,Pau France ,75,50
Erbil,36.190073,43.9930303,,Iraq,Erbil Iraq ,36.36363636,64.77272727
Douala,4.0510564,9.7678687,Littoral,Cameroon,Douala Littoral Cameroon ,40,79.16666667
Florianopolis,-27.5948036,-48.5569286,Santa Catarina,Brazil,Florianopolis Santa Catarina Brazil ,82.60869565,67.39130435
Kolomna,55.0937517,38.7688618,Moscow Oblast,Russia,Kolomna Moscow Oblast Russia ,50,25
Dunedin,-45.8795455,170.5005957,Otago Region,New Zealand,Dunedin Otago Region New Zealand ,85.52631579,15.38461538
Hamilton,43.2557206,-79.8711024,Ontario,Canada,Hamilton Ontario Canada ,42.79661017,54.01785714
Patras,38.2466395,21.734574,West Greece Region,Greece,Patras West Greece Region Greece ,60,41.66666667
Volgodonsk,47.5004928,42.2027662,Rostov Oblast,Russia,Volgodonsk Rostov Oblast Russia ,25,75
Limerick,52.6638367,-8.6267343,,Ireland,Limerick Ireland ,80.43478261,38.15789474
Namur,50.4649359,4.8650729,Wallonia,Belgium,Namur Wallonia Belgium ,72.22222222,55
Gyor,47.6874569,17.6503974,Gyor-Moson-Sopron County,Hungary,Gyor Gyor-Moson-Sopron County Hungary ,79.16666667,0
Port Said,31.2652893,32.3018661,Port Said Governorate,Egypt,Port Said Port Said Governorate Egypt ,66.66666667,50
Suez,29.9668343,32.5498069,Suez Governorate,Egypt,Suez Suez Governorate Egypt ,0,100
Jyvaskyla,62.2426034,25.7472567,,Finland,Jyvaskyla Finland ,95.83333333,0
Saitama,35.8616486,139.6454782,Saitama Prefecture,Japan,Saitama Saitama Prefecture Japan ,68.75,37.5
Exeter,50.7260367,-3.5274889,England,United Kingdom,Exeter England United Kingdom ,79.16666667,13.63636364
Siauliai,55.9349085,23.3136823,,Lithuania,Siauliai Lithuania ,57.14285714,58.33333333
Stoke-on-Trent,53.0033369,-2.1827408,England,United Kingdom,Stoke-on-Trent England United Kingdom ,67.85714286,33.33333333
Domodedovo,55.4430234,37.747817,Moscow Oblast,Russia,Domodedovo Moscow Oblast Russia ,50,37.5
Springfield,37.2089572,-93.2922989,Missouri,United States of America,Springfield Missouri United States of America ,84.72222222,42.30769231
Galveston,29.3013479,-94.7976958,Texas,United States of America,Galveston Texas United States of America ,85.71428571,50
Erzincan,39.746797,39.491124,Erzincan Province,Turkey,Erzincan Erzincan Province Turkey ,29.16666667,50
Sandakan,5.839444,118.1171729,Sabah,Malaysia,Sandakan Sabah Malaysia ,75,50
Kota Kinabalu,5.980408,116.0734568,Sabah,Malaysia,Kota Kinabalu Sabah Malaysia ,47.91666667,45.45454545
Abingdon,36.7098335,-81.9773482,Virginia,United States of America,Abingdon Virginia United States of America ,100,50
Camden,39.9259463,-75.1196199,New Jersey,United States of America,Camden New Jersey United States of America ,87.5,50
Hoboken,40.7439905,-74.0323626,New Jersey,United States of America,Hoboken New Jersey United States of America ,56.25,62.5
Chon Buri,13.3611431,100.9846717,Chon Buri,Thailand,Chon Buri Chon Buri Thailand ,60.71428571,50
Livermore,37.6818688,-121.7684732,California,United States of America,Livermore California United States of America ,75,54.16666667
Zabok,46.0258983,15.9038091,Krapina-Zagorje County,Croatia,Zabok Krapina-Zagorje County Croatia ,25,100
Zabol,31.0323677,61.4902483,Sistan and Baluchestan Province,Iran,Zabol Sistan and Baluchestan Province Iran ,14.28571429,66.66666667
Brossard,45.4514357,-73.4619103,Quebec,Canada,Brossard Quebec Canada ,100,50
Saguenay,48.4280529,-71.0684923,Quebec,Canada,Saguenay Quebec Canada ,96.875,18.75
Zacatecas,22.7709249,-102.5832539,Zacatecas,Mexico,Zacatecas Zacatecas Mexico ,82.14285714,37.5
Longueuil,45.5369442,-73.5107131,Quebec,Canada,Longueuil Quebec Canada ,100,37.5
Sherbrooke,45.4041718,-71.8929107,Quebec,Canada,Sherbrooke Quebec Canada ,90.78947368,31.66666667
Boisbriand,45.6126338,-73.8383733,Quebec,Canada,Boisbriand Quebec Canada ,75,25
Atlantic City,39.3642834,-74.4229266,New Jersey,United States of America,Atlantic City New Jersey United States of America ,91.66666667,37.5
Richmond,45.665822,-72.147921,Quebec,Canada,Richmond Quebec Canada ,80,50
Gold Coast,-28.016667,153.4,Queensland,Australia,Gold Coast Queensland Australia ,82.63888889,32.60869565
Brest,52.0996507,23.7636662,Brest Region,Belarus,Brest Brest Region Belarus ,31.25,55
Tainan,22.9998999,120.2268758,,Taiwan,Tainan Taiwan ,31.25,68.75
Chateauguay,45.3601589,-73.7494033,Quebec,Canada,Chateauguay Quebec Canada ,100,0
Victoriaville,46.0556724,-71.9589559,Quebec,Canada,Victoriaville Quebec Canada ,91.66666667,50
Mascouche,45.7773374,-73.6323926,Quebec,Canada,Mascouche Quebec Canada ,100,50
Rouyn-Noranda,48.2342362,-79.0187836,Quebec,Canada,Rouyn-Noranda Quebec Canada ,91.66666667,12.5
Laval,45.6066487,-73.712409,Quebec,Canada,Laval Quebec Canada ,91.07142857,41.66666667
Gatineau,45.4765446,-75.7012723,Quebec,Canada,Gatineau Quebec Canada ,88.63636364,42.85714286
Granby,45.4032289,-72.7340662,Quebec,Canada,Granby Quebec Canada ,100,75
Drummondville,45.8802909,-72.4842824,Quebec,Canada,Drummondville Quebec Canada ,100,0
Montmagny,46.9801031,-70.5565719,Quebec,Canada,Montmagny Quebec Canada ,100,50
Salaberry-de-Valleyfield,45.2500909,-74.1330862,Quebec,Canada,Salaberry-de-Valleyfield Quebec Canada ,85,50
Senneterre,48.3902247,-77.244627,Quebec,Canada,Senneterre Quebec Canada ,100,50
Sainte-Adele,45.952109,-74.1360289,Quebec,Canada,Sainte-Adele Quebec Canada ,90,100
Allentown,40.6022939,-75.4714098,Pennsylvania,United States of America,Allentown Pennsylvania United States of America ,60.71428571,75
Grants Pass,42.4390069,-123.3283925,Oregon,United States of America,Grants Pass Oregon United States of America ,62.5,75
Kansk,56.2168141,95.7198146,Krasnoyarsk Krai,Russia,Kansk Krasnoyarsk Krai Russia ,0,75
Hengyang,26.8931586,112.5719704,Hunan,People's Republic of China,Hengyang Hunan People's Republic of China ,0,50
Zakopane,49.299181,19.9495621,Lesser Poland Voivodeship,Poland,Zakopane Lesser Poland Voivodeship Poland ,33.33333333,50
Zakynthos,37.7870331,20.8998759,,Greece,Zakynthos Greece ,100,25
Ruma,45.0080557,19.8159959,,Serbia,Ruma Serbia ,25,75
Banska Bystrica,48.736277,19.1461917,Banska Bystrica Region,Slovakia,Banska Bystrica Banska Bystrica Region Slovakia ,62.5,25
Trencin,48.884936,18.0335209,Trencin Region,Slovakia,Trencin Trencin Region Slovakia ,78.57142857,41.66666667
Zalau,47.1854562,23.0573324,Salaj County,Romania,Zalau Salaj County Romania ,100,75
Zamosc,50.7230879,23.2519686,Lublin Voivodeship,Poland,Zamosc Lublin Voivodeship Poland ,50,50
Decin,50.7725563,14.2127612,,Czech Republic,Decin Czech Republic ,62.5,50
Veszprem,47.1028087,17.9093019,Veszprem County,Hungary,Veszprem Veszprem County Hungary ,96.42857143,8.333333333
Teplice,50.6444579,13.835284,,Czech Republic,Teplice Czech Republic ,75,0
Liberec,50.76628,15.0543387,,Czech Republic,Liberec Czech Republic ,90.625,12.5
Chomutov,50.4634975,13.410737,,Czech Republic,Chomutov Czech Republic ,75,50
Most,50.5015549,13.6329122,,Czech Republic,Most Czech Republic ,62.5,50
Zanjan,36.6830045,48.5087209,Zanjan Province,Iran,Zanjan Zanjan Province Iran ,52.77777778,58.33333333
Zanesville,39.9403453,-82.0131924,Ohio,United States of America,Zanesville Ohio United States of America ,50,85
Manisa,38.6140337,27.4295624,Manisa Province,Turkey,Manisa Manisa Province Turkey ,16.66666667,50
Zaozhuang,34.8107099,117.32196,Shandong,People's Republic of China,Zaozhuang Shandong People's Republic of China ,0,50
Stip,41.746429,22.199654,Stip Municipality,North Macedonia,Stip Stip Municipality North Macedonia ,50,40
Zapopan,20.6719563,-103.416501,Jalisco,Mexico,Zapopan Jalisco Mexico ,58.92857143,42.85714286
Jablonec nad Nisou,50.7220528,15.1703135,,Czech Republic,Jablonec nad Nisou Czech Republic ,75,0
Zgorzelec,51.1496361,15.0065645,Lower Silesian Voivodeship,Poland,Zgorzelec Lower Silesian Voivodeship Poland ,62.5,50
Jelenia Gora,50.9044171,15.7193616,Lower Silesian Voivodeship,Poland,Jelenia Gora Lower Silesian Voivodeship Poland ,50,50
Zaria,11.1247243,7.725376,Kaduna State,Nigeria,Zaria Kaduna State Nigeria ,0,100
Zawiercie,50.487743,19.4166259,Silesian Voivodeship,Poland,Zawiercie Silesian Voivodeship Poland ,25,50
Zary,51.6420121,15.1369992,Lubusz Voivodeship,Poland,Zary Lubusz Voivodeship Poland ,62.5,50
Yueyang,29.3572799,113.12919,Hunan,People's Republic of China,Yueyang Hunan People's Republic of China ,0,50
Kiryat Bialik,32.832154,35.088407,Haifa District,Israel,Kiryat Bialik Haifa District Israel ,29.16666667,37.5
Givatayim,32.072176,34.808871,Tel Aviv District,Israel,Givatayim Tel Aviv District Israel ,25,50
Karmiel,32.914671,35.292417,Northern District,Israel,Karmiel Northern District Israel ,53.57142857,0
Beit Shemesh,31.747041,34.988099,Jerusalem District,Israel,Beit Shemesh Jerusalem District Israel ,37.5,66.66666667
Afula,32.610493,35.287922,Northern District,Israel,Afula Northern District Israel ,41.66666667,37.5
Arad,31.261447,35.214862,Southern District,Israel,Arad Southern District Israel ,41.66666667,37.5
Herzliya,32.162413,34.844675,Tel Aviv District,Israel,Herzliya Tel Aviv District Israel ,80,15
Kiryat Ata,32.809144,35.119773,Haifa District,Israel,Kiryat Ata Haifa District Israel ,25,50
St Helens,53.456307,-2.737095,England,United Kingdom,St Helens England United Kingdom ,62.5,25
Brookhaven,33.8650186,-84.3371266,Georgia,United States of America,Brookhaven Georgia United States of America ,50,75
Mogilev,53.8980663,30.3325337,Mahiliou Region,Belarus,Mogilev Mahiliou Region Belarus ,53.125,50
Korolyov,55.9316797,37.8518552,Moscow Oblast,Russia,Korolyov Moscow Oblast Russia ,25,87.5
Kladno,50.1416986,14.1067465,,Czech Republic,Kladno Czech Republic ,75,75
Opava,49.9406598,17.8947989,,Czech Republic,Opava Czech Republic ,62.5,50
Nakhodka,42.8438792,132.9179224,Primorsky Krai,Russia,Nakhodka Primorsky Krai Russia ,25,75
Uzhhorod,48.6208,22.287883,Zakarpattia Oblast,Ukraine,Uzhhorod Zakarpattia Oblast Ukraine ,54.16666667,50
Zhytomyr,50.25465,28.658667,Zhytomyr Oblast,Ukraine,Zhytomyr Zhytomyr Oblast Ukraine ,43.75,56.25
Khmelnytskyi,49.422983,26.987133,Khmelnytskyi Oblast,Ukraine,Khmelnytskyi Khmelnytskyi Oblast Ukraine ,91.66666667,0
Kremenchuk,49.065783,33.410033,Poltava Oblast,Ukraine,Kremenchuk Poltava Oblast Ukraine ,0,100
Ivano-Frankivsk,48.922633,24.711117,Ivano-Frankivsk Oblast,Ukraine,Ivano-Frankivsk Ivano-Frankivsk Oblast Ukraine ,28.57142857,45
Kherson,46.635417,32.616867,Kherson Oblast,Ukraine,Kherson Kherson Oblast Ukraine ,54.54545455,54.54545455
Rivne,50.6199,26.251617,Rivne Oblast,Ukraine,Rivne Rivne Oblast Ukraine ,75,50
Ternopil,49.553517,25.594767,Ternopil Oblast,Ukraine,Ternopil Ternopil Oblast Ukraine ,85.71428571,57.14285714
Poltava,49.588267,34.551417,Poltava Oblast,Ukraine,Poltava Poltava Oblast Ukraine ,70,35
Sumy,50.9077,34.7981,Sumy Oblast,Ukraine,Sumy Sumy Oblast Ukraine ,46.42857143,53.57142857
Joinville,-26.3043758,-48.8463744,Santa Catarina,Brazil,Joinville Santa Catarina Brazil ,77.94117647,58.82352941
Struga,41.1778353,20.6783258,Struga Municipality,North Macedonia,Struga Struga Municipality North Macedonia ,35,70
Usti nad Labem,50.6611164,14.0531456,,Czech Republic,Usti nad Labem Czech Republic ,62.5,87.5
Tetovo,42.0069115,20.9715269,Tetovo Municipality,North Macedonia,Tetovo Tetovo Municipality North Macedonia ,10.90909091,65.77669903
Prilep,41.3440827,21.5527922,Prilep Municipality,North Macedonia,Prilep Prilep Municipality North Macedonia ,58.33333333,37.5
Veles,41.7164563,21.7722966,Veles Municipality,North Macedonia,Veles Veles Municipality North Macedonia ,25,50
Chernihiv,51.4982,31.28935,Chernihiv Oblast,Ukraine,Chernihiv Chernihiv Oblast Ukraine ,58.33333333,75
Cherkasy,49.444433,32.059767,Cherkasy Oblast,Ukraine,Cherkasy Cherkasy Oblast Ukraine ,30.55555556,53.125
Gostivar,41.8025541,20.9089378,Gostivar Municipality,North Macedonia,Gostivar Gostivar Municipality North Macedonia ,66.66666667,83.33333333
Gevgelija,41.1451892,22.4997467,Gevgelija Municipality,North Macedonia,Gevgelija Gevgelija Municipality North Macedonia ,100,33.33333333
Vinnytsia,49.233083,28.468217,Vinnytsia Oblast,Ukraine,Vinnytsia Vinnytsia Oblast Ukraine ,62.5,71.42857143
Bitola,41.0296773,21.3292164,Bitola Municipality,North Macedonia,Bitola Bitola Municipality North Macedonia ,35.625,44.44444444
Horlivka,48.3071,38.029633,Donetsk Oblast,Ukraine,Horlivka Donetsk Oblast Ukraine ,0,100
King's Lynn,52.7516798,0.4022963,England,United Kingdom,King's Lynn England United Kingdom ,0,100
Chernivtsi,48.2920787,25.9358367,Chernivtsi Oblast,Ukraine,Chernivtsi Chernivtsi Oblast Ukraine ,81.25,26.25
Piotrkow Trybunalski,51.4051721,19.7030244,Lodz Voivodeship,Poland,Piotrkow Trybunalski Lodz Voivodeship Poland ,35,25
Kicevo,41.5129112,20.9525065,Kicevo Municipality,North Macedonia,Kicevo Kicevo Municipality North Macedonia ,25,37.5
Gwalior,26.2124007,78.1772053,Madhya Pradesh,India,Gwalior Madhya Pradesh India ,25,72.97297297
Pabianice,51.6567303,19.35776,Lodz Voivodeship,Poland,Pabianice Lodz Voivodeship Poland ,29.16666667,50
Bushehr,28.9144913,50.8279019,Bushehr Province,Iran,Bushehr Bushehr Province Iran ,0,100
Santa Cruz,36.9741171,-122.0307963,California,United States of America,Santa Cruz California United States of America ,88.23529412,34.61538462
Santa Clara,37.3541079,-121.9552356,California,United States of America,Santa Clara California United States of America ,75,35
Arequipa,-16.4090474,-71.537451,Arequipa,Peru,Arequipa Arequipa Peru ,18.33333333,88.33333333
Santa Barbara,34.4208305,-119.6981901,California,United States of America,Santa Barbara California United States of America ,83.82352941,56.25
Faro,37.0193548,-7.9304397,,Portugal,Faro Portugal ,79.16666667,25
Vlore,40.4660668,19.491356,Vlore County,Albania,Vlore Vlore County Albania ,66.66666667,75
Batman,37.8895167,41.1292832,Batman Province,Turkey,Batman Batman Province Turkey ,0,50
Ruse,43.8355713,25.9656554,Ruse Province,Bulgaria,Ruse Ruse Province Bulgaria ,21.42857143,50
Samsun,41.2797031,36.3360667,Samsun Province,Turkey,Samsun Samsun Province Turkey ,31.81818182,50
Inverness,57.477773,-4.224721,Scotland,United Kingdom,Inverness Scotland United Kingdom ,84.375,56.25
Heraklion,35.3387352,25.1442126,,Greece,Heraklion Greece ,86.76470588,50
Salisbury,51.068785,-1.794472,England,United Kingdom,Salisbury England United Kingdom ,64.28571429,42.85714286
Valdivia,-39.8173788,-73.2425333,Los Rios Region,Chile,Valdivia Los Rios Region Chile ,0,50
Fukushima,37.7607991,140.4747856,Fukushima Prefecture,Japan,Fukushima Fukushima Prefecture Japan ,33.33333333,66.66666667
Reading,51.4551201,-0.9787475,England,United Kingdom,Reading England United Kingdom ,72.82608696,30.55555556
Czeladz,50.317273,19.0704415,Silesian Voivodeship,Poland,Czeladz Silesian Voivodeship Poland ,50,25
Konotop,51.2409432,33.2050521,Sumy Oblast,Ukraine,Konotop Sumy Oblast Ukraine ,75,25
Kuopio,62.89797,27.6781725,,Finland,Kuopio Finland ,95.83333333,37.5
Allahabad,25.4358011,81.846311,Uttar Pradesh,India,Allahabad Uttar Pradesh India ,13.7195122,75
Oskemen,49.9749295,82.6017244,East Kazakhstan Region,Kazakhstan,Oskemen East Kazakhstan Region Kazakhstan ,10.71428571,60.71428571
Cartagena,37.6156944,-0.9892242,Region of Murcia,Spain,Cartagena Region of Murcia Spain ,65.625,25
Port Antonio,18.1712764,-76.4476321,Surrey County,Jamaica,Port Antonio Surrey County Jamaica ,75,100
Dezhou,37.4354999,116.35927,Shandong,People's Republic of China,Dezhou Shandong People's Republic of China ,0,50
Akron,41.0814447,-81.5190053,Ohio,United States of America,Akron Ohio United States of America ,65,83.33333333
Ramenskoye,55.5668166,38.2256455,,Russia,Ramenskoye Russia ,25,50
West Palm Beach,26.7153424,-80.0533746,Florida,United States of America,West Palm Beach Florida United States of America ,72.5,66.66666667
Thrissur,10.5276416,76.2144349,Kerala,India,Thrissur Kerala India ,47.82608696,75
Kopavogur,64.1033023,-21.8832579,,Iceland,Kopavogur Iceland ,100,50
Coslada,40.4260459,-3.5651646,Community of Madrid,Spain,Coslada Community of Madrid Spain ,70.83333333,50
Kawasaki,35.5308325,139.7029125,Kanagawa Prefecture,Japan,Kawasaki Kanagawa Prefecture Japan ,70,25
Chambery,45.564601,5.917781,,France,Chambery France ,87.5,50
Merida,20.9673702,-89.5925857,Yucatan,Mexico,Merida Yucatan Mexico ,71.09375,50
Teresina,-5.0961242,-42.8023065,Piaui,Brazil,Teresina Piaui Brazil ,75,75
Pleven,43.4170423,24.6066847,Pleven Province,Bulgaria,Pleven Pleven Province Bulgaria ,17.85714286,100
Stornoway,58.209435,-6.3848692,Scotland,United Kingdom,Stornoway Scotland United Kingdom ,100,0
Fort Lauderdale,26.1224386,-80.1373174,Florida,United States of America,Fort Lauderdale Florida United States of America ,81.57894737,42.10526316
Malatya,38.3553627,38.3335247,Malatya Province,Turkey,Malatya Malatya Province Turkey ,0,50
Upper Hutt,-41.1249326,175.0656426,Wellington Region,New Zealand,Upper Hutt Wellington Region New Zealand ,100,50
Billings,45.7832856,-108.5006904,Montana,United States of America,Billings Montana United States of America ,75,40
West Lafayette,40.4258686,-86.9080655,Indiana,United States of America,West Lafayette Indiana United States of America ,75,75
Crescent City,41.7557501,-124.2025913,California,United States of America,Crescent City California United States of America ,100,0
Eger,47.9025348,20.3772284,Heves County,Hungary,Eger Heves County Hungary ,100,50
Kalamazoo,42.2917069,-85.5872286,Michigan,United States of America,Kalamazoo Michigan United States of America ,88.63636364,53.57142857
Kragujevac,44.0127932,20.9114225,Sumadija District,Serbia,Kragujevac Sumadija District Serbia ,50,43.75
Joao Pessoa,-7.1188352,-34.8814339,Paraiba,Brazil,Joao Pessoa Paraiba Brazil ,86.11111111,43.75
Liepaja,56.5046678,21.010806,,Latvia,Liepaja Latvia ,90.38461538,5.555555556
Yavne,31.877958,34.739449,Central District,Israel,Yavne Central District Israel ,25,50
Thiruvananthapuram,8.5241391,76.9366376,,India,Thiruvananthapuram India ,52.71084337,53.28947368
Cakovec,46.3897383,16.4379653,Medimurje County,Croatia,Cakovec Medimurje County Croatia ,100,37.5
Kalamata,37.0366386,22.1143716,Peloponnese Region,Greece,Kalamata Peloponnese Region Greece ,50,40
Craiova,44.3301785,23.7948808,Dolj County,Romania,Craiova Dolj County Romania ,53.84615385,36.11111111
Adiyaman,37.76365,38.2772592,Adiyaman Province,Turkey,Adiyaman Adiyaman Province Turkey ,0,50
Vitoria,-20.3196644,-40.3384748,Espirito Santo,Brazil,Vitoria Espirito Santo Brazil ,34.61538462,55
Sopron,47.6816619,16.5844795,Gyor-Moson-Sopron County,Hungary,Sopron Gyor-Moson-Sopron County Hungary ,100,0
Dobrich,43.57259,27.8272606,Dobrich Province,Bulgaria,Dobrich Dobrich Province Bulgaria ,37.5,100
Sari,36.5658729,53.0586328,Mazandaran Province,Iran,Sari Mazandaran Province Iran ,29.16666667,50
Eskisehir,39.7667061,30.5256311,,Turkey,Eskisehir Turkey ,64.58333333,36.11111111
Campo Grande,-20.4648517,-54.6218477,Mato Grosso do Sul,Brazil,Campo Grande Mato Grosso do Sul Brazil ,92.5,57.14285714
Tripoli,34.4345947,35.8361633,North Governorate,Lebanon,Tripoli North Governorate Lebanon ,27.77777778,81.25
Moa,20.6574573,-74.9501034,Holguin Province,Cuba,Moa Holguin Province Cuba ,0,75
Nara,34.685109,135.8048019,Nara Prefecture,Japan,Nara Nara Prefecture Japan ,100,50
Doboj,44.7348727,18.0842548,Republika Srpska,Bosnia and Herzegovina,Doboj Republika Srpska Bosnia and Herzegovina ,87.5,75
San Mateo,37.5629917,-122.3255254,California,United States of America,San Mateo California United States of America ,80,20
Yuba City,39.1404477,-121.6169108,California,United States of America,Yuba City California United States of America ,100,50
Srinagar,34.0836708,74.7972825,Jammu and Kashmir,India,Srinagar Jammu and Kashmir India ,77.5862069,51.92307692
Jinan,36.6518399,117.12009,Shandong,People's Republic of China,Jinan Shandong People's Republic of China ,15.27777778,46.42857143
Chester,53.193392,-2.893075,England,United Kingdom,Chester England United Kingdom ,81.25,20
Subotica,46.0969581,19.65763,,Serbia,Subotica Serbia ,50,50
Abbottabad,34.1687502,73.2214982,Khyber Pakhtunkhwa,Pakistan,Abbottabad Khyber Pakhtunkhwa Pakistan ,62.5,80.35714286
Qingdao,36.0662299,120.38299,Shandong,People's Republic of China,Qingdao Shandong People's Republic of China ,50.73529412,62.93103448
Blackpool,53.8167423,-3.0370485,England,United Kingdom,Blackpool England United Kingdom ,70,45.83333333
Stara Zagora,42.4257769,25.6344644,Stara Zagora Province,Bulgaria,Stara Zagora Stara Zagora Province Bulgaria ,61.11111111,5
Passaic,40.8567662,-74.1284764,New Jersey,United States of America,Passaic New Jersey United States of America ,50,75
Agartala,23.831457,91.2867777,Tripura,India,Agartala Tripura India ,63.63636364,58.33333333
Aydin,37.8380162,27.8455601,Aydin Province,Turkey,Aydin Aydin Province Turkey ,14.28571429,50
Bournemouth,50.7220101,-1.8667169,,United Kingdom,Bournemouth United Kingdom ,64.70588235,31.25
Gloucester,51.8642449,-2.238156,England,United Kingdom,Gloucester England United Kingdom ,50,50
Taganrog,47.2125752,38.9159658,Rostov Oblast,Russia,Taganrog Rostov Oblast Russia ,58.33333333,58.33333333
Agadir,30.4277547,-9.5981072,Souss-Massa,Morocco,Agadir Souss-Massa Morocco ,64.58333333,18.18181818
Amasya,40.656455,35.837347,Amasya Province,Turkey,Amasya Amasya Province Turkey ,12.5,50
Qom,34.6415764,50.8746035,Qom Province,Iran,Qom Qom Province Iran ,20,33.33333333
Chiba,35.6074041,140.1065366,Chiba Prefecture,Japan,Chiba Chiba Prefecture Japan ,100,100
Keflavik,63.9997549,-22.5582716,,Iceland,Keflavik Iceland ,87.5,0
Cuiaba,-15.5954142,-56.0925824,Mato Grosso,Brazil,Cuiaba Mato Grosso Brazil ,25,37.5
Guimaraes,41.44253,-8.2917857,Braga,Portugal,Guimaraes Braga Portugal ,93.75,43.75
Pattaya,12.9235557,100.8824551,Chon Buri,Thailand,Pattaya Chon Buri Thailand ,19.40789474,78.66666667
Denizli,37.7830159,29.0963328,Denizli Province,Turkey,Denizli Denizli Province Turkey ,29.54545455,40
Zlin,49.2244365,17.6627635,,Czech Republic,Zlin Czech Republic ,75,37.5
Isparta,37.7626487,30.553705,Isparta Province,Turkey,Isparta Isparta Province Turkey ,12.5,37.5
Kotor,42.424662,18.771234,Kotor Municipality,Montenegro,Kotor Kotor Municipality Montenegro ,75,25
Dornbirn,47.4124,9.74379,Vorarlberg,Austria,Dornbirn Vorarlberg Austria ,100,0
Nyiregyhaza,47.9495324,21.7244053,Szabolcs-Szatmar-Bereg County,Hungary,Nyiregyhaza Szabolcs-Szatmar-Bereg County Hungary ,50,50
Eugene,44.0520691,-123.0867536,Oregon,United States of America,Eugene Oregon United States of America ,75,36.25
Esztergom,47.7883949,18.7434452,Komarom-Esztergom County,Hungary,Esztergom Komarom-Esztergom County Hungary ,75,50
Kecskemet,46.8963711,19.6896861,Bacs-Kiskun County,Hungary,Kecskemet Bacs-Kiskun County Hungary ,75,50
Campinas,-22.9099384,-47.0626332,Sao Paulo,Brazil,Campinas Sao Paulo Brazil ,61.02941176,48.33333333
Maracaibo,10.642707,-71.6125366,Zulia,Venezuela,Maracaibo Zulia Venezuela ,20,95
Ashdod,31.804381,34.655314,Southern District,Israel,Ashdod Southern District Israel ,25,41.66666667
Kerman,30.2839379,57.0833628,Kerman Province,Iran,Kerman Kerman Province Iran ,48.07692308,14.28571429
Bhubaneswar,20.2960587,85.8245398,Odisha,India,Bhubaneswar Odisha India ,55.76923077,50.71428571
Alanya,36.544443,31.995408,Antalya Province,Turkey,Alanya Antalya Province Turkey ,91.66666667,37.5
Middlesbrough,54.574227,-1.234956,England,United Kingdom,Middlesbrough England United Kingdom ,87.5,20.83333333
Larnaca,34.9182222,33.6200625,Larnaca District,Cyprus,Larnaca Larnaca District Cyprus ,52.63157895,50
Nanchang,28.6820199,115.8579399,Jiangxi,People's Republic of China,Nanchang Jiangxi People's Republic of China ,19.44444444,70
Winchester,51.059771,-1.310142,England,United Kingdom,Winchester England United Kingdom ,75,0
Bodrum,37.034407,27.43054,Mugla Province,Turkey,Bodrum Mugla Province Turkey ,80,25
Peterborough,52.5703169,-0.2407997,England,United Kingdom,Peterborough England United Kingdom ,85,15
Porto Velho,-8.7635576,-63.8971704,Rondonia,Brazil,Porto Velho Rondonia Brazil ,50,50
Blagoevgrad,42.0208569,23.0943385,Blagoevgrad Province,Bulgaria,Blagoevgrad Blagoevgrad Province Bulgaria ,47.5,25
Kirkuk,35.4666329,44.3798895,,Iraq,Kirkuk Iraq ,25,62.5
