City,Longitude,Latitude,Region,Country,AirQuality,WaterPollution
Memphis,35.1495343,-90.0489801,Tennessee,United States of America,66.3043478261,48.6842105263
Gwangju,35.1595454,126.8526012,Gyeonggi Province,South Korea,41.6666666667,0
Busan,35.1795543,129.0756416,,South Korea,44.7368421053,48.3333333333
Nagoya,35.1814506,136.9065571,Aichi Prefecture,Japan,76.25,37.5
Charlotte,35.2270869,-80.8431267,North Carolina,United States of America,76.875,31.5789473684
Yokohama,35.4436739,139.6379639,Kanagawa Prefecture,Japan,75,29.1666666667
Oklahoma City,35.4675602,-97.5164276,Oklahoma,United States of America,88.3333333333,31.7307692308
Ulsan,35.5383773,129.3113596,,South Korea,27.5,37.5
Tokyo,35.6803997,139.7690174,,Japan,61.8715083799,37.9411764706
Santa Fe,35.6869752,-105.937799,New Mexico,United States of America,89.2857142857,38.6363636364
Tehran,35.6891975,51.3889736,Tehran Province,Iran,10.7007575758,48.1299212598
Raleigh,35.7795897,-78.6381787,North Carolina,United States of America,84.4444444444,31.25
Jeonju,35.8242238,127.1479532,North Jeolla Province,South Korea,19.4444444444,100
Karaj,35.8400188,50.9390906,Alborz Province,Iran,29.1666666667,59.375
Gyeongju,35.8561719,129.2247477,North Gyeongsang Province,South Korea,25,50
Daegu,35.8714354,128.601445,,South Korea,27.9411764706,50
Birkirkara,35.8954706,14.4665072,,Malta,17.8571428571,64.2857142857
Valletta,35.8989085,14.5145528,,Malta,31.9444444444,56.5789473684
Gunsan,35.9676772,126.7366293,North Jeolla Province,South Korea,12.5,50
Pohang,36.0190178,129.3434808,North Gyeongsang Province,South Korea,43.75,37.5
Sheffield,36.0950743,-80.2788466,England,United Kingdom,70.2380952381,27.9411764706
Anyang,36.097524,114.3930629,Gyeonggi Province,South Korea,7.5,58.3333333333
Gumi,36.119485,128.3445734,North Gyeongsang Province,South Korea,25,50
Gimcheon,36.1398393,128.1135947,North Gyeongsang Province,South Korea,25,50
Nashville,36.1626638,-86.7816016,Tennessee,United States of America,70,42.9487179487
La Linea de la Concepcion,36.1682563,-5.3494719,Andalusia,Spain,37.5,75
Las Vegas,36.1699412,-115.1398296,Nevada,United States of America,51.724137931,49.6913580247
Aleppo,36.2021047,37.1342603,Aleppo Governorate,Syria,25,55
Daejeon,36.3504119,127.3845475,,South Korea,33.9285714286,42.5
Cadiz,36.5210142,-6.2804565,Andalusia,Spain,77.7777777778,25
Andong,36.5683543,128.729357,North Gyeongsang Province,South Korea,25,50
Cheongju,36.6424341,127.4890319,North Chungcheong Province,South Korea,7.1428571429,50
Jerez de la Frontera,36.6850064,-6.1260744,Andalusia,Spain,67.8571428571,25
Malaga,36.721261,-4.4212655,Andalusia,Spain,75,30.5555555556
Ronda,36.746209,-5.1612251,Andalusia,Spain,100,0
Algiers,36.753768,3.0587561,Algiers Province,Algeria,39.7435897436,60.2941176471
Seosan,36.7844993,126.4503169,South Chungcheong Province,South Korea,37.5,50
Tunis,36.8064948,10.1815316,Tunis Governorate,Tunisia,36.25,61.1111111111
Cheonan,36.815129,127.1138939,South Chungcheong Province,South Korea,25,50
Almeria,36.834047,-2.4637136,Andalusia,Spain,75,43.75
Cartago,36.8625853,10.3329494,Provincia de Cartago,Costa Rica,78.125,18.75
Antalya,36.8968908,30.7133233,Antalya Province,Turkey,67.1875,41.0714285714
Adana,36.9914194,35.3308285,Adana Province,Turkey,55,12.5
Pyeongtaek,36.9921075,127.1129451,Gyeonggi Province,South Korea,0,75
Jecheon,37.1325821,128.1909481,North Chungcheong Province,South Korea,12.5,50
Granada,37.1774605,-3.5984368,Andalusia,Spain,58.9285714286,14.2857142857
Huelva,37.2619585,-6.9427327,Andalusia,Spain,40,50
Suwon,37.2635727,127.0286009,Gyeonggi Province,South Korea,28.125,6.25
Icheon,37.2719952,127.4348221,Gyeonggi Province,South Korea,0,100
Agrigento,37.3088512,13.5857528,Sicily,Italy,75,50
Ansan,37.3218778,126.8308848,Gyeonggi Province,South Korea,33.3333333333,25
San Jose,37.3382082,-121.8863286,San Jose Province,Costa Rica,57.4324324324,46.09375
San Jose,37.3382082,-121.8863286,California,United States of America,62.2093023256,41.25
Wonju,37.3422186,127.9201621,Gangwon Province,South Korea,12.5,50
Seville,37.3890924,-5.9844589,Andalusia,Spain,57.1428571429,23.8095238095
Seongnam,37.4449168,127.1388684,Gyeonggi Province,South Korea,12.5,50
Incheon,37.4562557,126.7052062,,South Korea,27.0833333333,33.3333333333
Bucheon,37.5034138,126.7660309,Gyeonggi Province,South Korea,10,0
Catania,37.5078772,15.0830304,Sicily,Italy,46.4285714286,55.5555555556
Seoul,37.566535,126.9779692,,South Korea,33.7628865979,36.4525139665
Uijeongbu,37.738098,127.0336819,Gyeonggi Province,South Korea,25,50
Gangneung,37.751853,128.8760574,Gangwon Province,South Korea,25,50
San Francisco,37.7749295,-122.4194155,California,United States of America,60.5140186916,43
Jaen,37.7795941,-3.7849057,Andalusia,Spain,75,37.5
Oakland,37.8043514,-122.2711639,California,United States of America,72.1428571429,33.3333333333
Chuncheon,37.8813153,127.7299707,Gangwon Province,South Korea,31.25,12.5
Ashgabat,37.9600766,58.3260629,,Turkmenistan,61.1111111111,36.1111111111
Concord,37.9779776,-122.0310733,New Hampshire,United States of America,91.6666666667,15
Athens,37.9838096,23.7275388,Attica Region,Greece,44.1741214058,30.3156146179
Murcia,37.9922399,-1.1306544,Region of Murcia,Spain,68.1818181818,32.1428571429
Palermo,38.11569,13.3614868,Sicily,Italy,45.4545454545,51.3157894737
Messina,38.1937335,15.5542057,Sicily,Italy,75,12.5
Elche,38.2699329,-0.7125608,Community of Valencia,Spain,85,41.6666666667
Alicante,38.3459963,-0.4906855,Community of Valencia,Spain,80.6818181818,40.625
Izmir,38.423734,27.142826,Izmir Province,Turkey,47.0873786408,58.6021505376
Belleville,38.5200504,-89.9839935,Ontario,Canada,88.8888888889,20
Dushanbe,38.5597722,68.7870384,,Tajikistan,41.6666666667,61.1111111111
Sacramento,38.5815719,-121.4943996,California,United States of America,55.0925925926,39.8936170213
Lisbon,38.7222524,-9.1393366,Lisbon,Portugal,64.606741573,24.8563218391
Badajoz,38.8794495,-6.9706535,Extremadura,Spain,96.875,43.75
Georgetown,38.9076089,-77.0722585,Demerara-Mahaica,Guyana,51.3157894737,83.3333333333
Catanzaro,38.9097919,16.5876516,Calabria,Italy,87.5,50
Gandia,38.968032,-0.1844671,Community of Valencia,Spain,100,50
Annapolis,38.9784453,-76.4921829,Maryland,United States of America,86.5384615385,47.2222222222
Albacete,38.9942576,-1.860173,Castile-La Mancha,Spain,75,12.5
Topeka,39.0473451,-95.6751576,Kansas,United States of America,81.25,56.25
Tianjin,39.085099,117.199369,,People's Republic of China,16.3461538462,75
Kansas City,39.0997265,-94.5785667,Missouri,United States of America,76.7441860465,44.512195122
Carson City,39.1637984,-119.7674034,Nevada,United States of America,100,50
Cagliari,39.2238411,9.1216613,Sardinia,Italy,71.0526315789,20
Baltimore,39.2903848,-76.6121893,Maryland,United States of America,62.5,64.1304347826
Caceres,39.4752765,-6.3724247,Extremadura,Spain,100,50
Palma,39.5696005,2.6501603,Balearic Islands,Spain,75,36.6666666667
Denver,39.7392358,-104.990251,Colorado,United States of America,53.1779661017,36.8303571429
Dayton,39.7589478,-84.1916069,Ohio,United States of America,82.8125,33.3333333333
Indianapolis,39.768403,-86.158068,Indiana,United States of America,67.4418604651,50.6578947368
Winterthur,39.8076769,-75.6017867,Canton of Zurich,Switzerland,91.6666666667,0
Beijing,39.904211,116.407395,,People's Republic of China,21.3662790698,70.7831325301
Ankara,39.9333635,32.8597419,Ankara Province,Turkey,38.9084507042,57.9545454545
Philadelphia,39.9525839,-75.1652215,Pennsylvania,United States of America,54.2857142857,55.6451612903
Columbus,39.9611755,-82.9987942,Ohio,United States of America,87.5,62.5
Castello de la Plana,39.9855905,-0.0496388,Community of Valencia,Spain,87.5,25
Yerevan,40.1872023,44.515209,,Armenia,41.8103448276,35
Trenton,40.2205824,-74.759717,New Jersey,United States of America,85,100
Harrisburg,40.2731911,-76.8867008,Pennsylvania,United States of America,82.5,37.5
Lecce,40.3515155,18.1750161,Apulia,Italy,71.6666666667,47.7272727273
Baku,40.4092617,49.8670924,,Azerbaijan,29.8969072165,69.0217391304
Madrid,40.4167754,-3.7037902,Community of Madrid,Spain,36.2341772152,18.954248366
Pittsburgh,40.4406248,-79.9958864,Pennsylvania,United States of America,58.9285714286,59.6153846154
Taranto,40.4643606,17.2470303,Apulia,Italy,75,50
Brindisi,40.6327278,17.9417616,Apulia,Italy,35,58.3333333333
Thessaloniki,40.6400629,22.9444191,,Greece,39.5238095238,47.5
Brooklyn,40.6781784,-73.9441579,New York,United States of America,52.0833333333,33.6538461538
Salerno,40.6824408,14.7680961,Campania,Italy,60,58.3333333333
New York City,40.7127753,-74.0059728,New York,United States of America,46.8160377358,49.504950495
Jersey City,40.7177545,-74.0431435,New Jersey,United States of America,58.3333333333,60
St. John's,40.7220627,-73.7942112,Newfoundland and Labrador,Canada,90.625,35.4166666667
Sassari,40.7259269,8.5556826,Sardinia,Italy,71.875,43.75
Newark,40.735657,-74.1723667,New Jersey,United States of America,50,62.5
Salt Lake City,40.7607793,-111.8910474,Utah,United States of America,23.1343283582,41.6666666667
Olbia,40.9235764,9.4964429,Sardinia,Italy,87.5,50
Salamanca,40.9701039,-5.6635397,Castile and Leon,Spain,96.4285714286,25
Caserta,41.0723484,14.3311337,Campania,Italy,34.375,56.25
Jinzhou,41.0951499,121.12703,Liaoning,People's Republic of China,0,75
Bari,41.1171432,16.8718715,Apulia,Italy,63.3333333333,22.2222222222
Tarragona,41.1188827,1.2444909,Catalonia,Spain,50,45
Cheyenne,41.1399814,-104.8202462,Wyoming,United States of America,92.8571428571,0
Porto,41.1579438,-8.6291053,,Portugal,68.4426229508,34.5833333333
Vilanova i la Geltru,41.2151504,1.727446,Catalonia,Spain,87.5,50
Tashkent,41.2994958,69.2400734,,Uzbekistan,56.4516129032,49.1666666667
Barletta,41.3196635,16.2838207,Apulia,Italy,65,75
Tirana,41.3275459,19.8186982,Tirana County,Albania,18.3168316832,73.1770833333
Barcelona,41.3873974,2.168568,Catalonia,Spain,35.4972375691,51.3157894737
Badalona,41.446964,2.2449607,Catalonia,Spain,87.5,50
Foggia,41.4621984,15.5446302,Apulia,Italy,62.5,81.25
Latina,41.4675671,12.9035965,Lazio,Italy,70.8333333333,62.5
Valparaiso,41.4730948,-87.0611412,Valparaiso Region,Chile,51.9230769231,30.5555555556
St. George's,41.4909882,-71.2731677,Saint George Parish,Grenada,55,25
Cleveland,41.49932,-81.6943605,Ohio,United States of America,66.6666666667,54.5454545455
Davenport,41.5236437,-90.5776367,Iowa,United States of America,86.3636363636,53.5714285714
Des Moines,41.5868353,-93.6249593,Iowa,United States of America,82.5,38.3333333333
Batumi,41.6167547,41.6367455,Adjara,Georgia,90.625,25
Toledo,41.6528052,-83.5378674,Castile-La Mancha,Spain,75,50
Tbilisi,41.7151377,44.827096,,Georgia,22.9838709677,49.347826087
Hartford,41.7658043,-72.6733723,Connecticut,United States of America,65.3846153846,50
Shenyang,41.804778,123.432968,Liaoning,People's Republic of China,6.25,76.5625
Providence,41.8239891,-71.4128343,Rhode Island,United States of America,76.4705882353,59.6153846154
Chicago,41.8781136,-87.6297982,Illinois,United States of America,57.4324324324,53.6206896552
Girona,41.9794005,2.8214264,Catalonia,Spain,100,0
Gori,41.9854144,44.108411,Shida Kartli,Georgia,75,50
Skopje,41.9981294,21.4254355,Greater Skopje,North Macedonia,10.1941747573,45.2631578947
Springfield,42.1074085,-72.5827199,Illinois,United States of America,90.625,62.5
Springfield,42.1074085,-72.5827199,Oregon,United States of America,25,50
Plovdiv,42.1354079,24.7452904,Plovdiv region,Bulgaria,31.4102564103,36.2903225806
Vigo,42.2405989,-8.7207268,Galicia,Spain,86.4583333333,21.25
Detroit,42.331427,-83.0457538,Michigan,United States of America,51.2195121951,52.0833333333
L'Aquila,42.3498479,13.3995091,Abruzzo,Italy,87.5,50
Burgos,42.3504659,-3.6893545,Castile and Leon,Spain,100,33.3333333333
Boston,42.3600825,-71.0588801,Massachusetts,United States of America,78.2352941176,32.9113924051
Pontevedra,42.4298846,-8.6446202,Galicia,Spain,96.4285714286,16.6666666667
Podgorica,42.4304196,19.2593642,Podgorica Municipality,Montenegro,51.1363636364,38.8888888889
Pescara,42.4617902,14.2160898,Abruzzo,Italy,61.1111111111,79.1666666667
Burgas,42.5047926,27.4626361,Burgas Province,Bulgaria,46.4285714286,46.7391304348
Andorra la Vella,42.5063174,1.5218355,Andorra la Vella,Andorra,37.5,25
Salem,42.51954,-70.8967155,Tamil Nadu,India,48.8095238095,64.2857142857
Terni,42.5636168,12.6426604,Umbria,Italy,42.5,50
Dubrovnik,42.6506606,18.0944238,Dubrovnik-Neretva County,Croatia,87.5,40
Albany,42.6525793,-73.7562317,New York,United States of America,87.5,31.25
Montecchio,42.6625254,12.2871206,Umbria,Italy,87.5,50
Perpignan,42.6886591,2.8948332,,France,95,50
Sofia,42.6977082,23.3218675,Sofia City Province,Bulgaria,23.6213235294,40.9433962264
Lansing,42.732535,-84.5555347,Michigan,United States of America,92.8571428571,41.6666666667
Pamplona,42.812526,-1.6457745,Navarre,Spain,100,0
Bishkek,42.8746212,74.5697617,,Kyrgyzstan,18.5714285714,45.9677419355
Buffalo,42.8864468,-78.8783689,New York,United States of America,77.0833333333,36.9565217391
Sarnia,42.974536,-82.4065901,Ontario,Canada,70.5882352941,50
Makhachkala,42.9777885,47.5146913,Republic of Dagestan,Russia,62.5,43.75
Lugo,43.0097384,-7.5567582,Galicia,Spain,100,50
Vladikavkaz,43.0252344,44.6659759,Republic of North Ossetia-Alania,Russia,50,25
Milwaukee,43.0389025,-87.9064736,Wisconsin,United States of America,79.0697674419,43.2926829268
Syracuse,43.0481221,-76.1474244,Sicily,Italy,59.375,75
Sapporo,43.0617713,141.3544506,Hokkaido Prefecture,Japan,81.25,25
Perugia,43.1107168,12.3908279,Umbria,Italy,70,50
Vladivostok,43.1332484,131.9112975,Primorsky Krai,Russia,35,67.5
Brantford,43.1393867,-80.2644254,Ontario,Canada,75,43.3333333333
Hvar,43.1541875,16.6527099,Split-Dalmatia County,Croatia,75,25
Varna,43.2140504,27.9147333,Varna Province,Bulgaria,40.1041666667,48.8888888889
Almaty,43.2220146,76.8512485,,Kazakhstan,11.8303571429,48.8636363636
Bilbao,43.2630126,-2.9349852,Basque Autonomous Community,Spain,70,26.3157894737
Marseille,43.296482,5.36978,,France,29.4444444444,52.4390243902
Macerata,43.2984268,13.4534767,Marche,Italy,93.75,8.3333333333
Siena,43.318809,11.3307574,Tuscany,Italy,81.25,21.4285714286
Saginaw,43.4194699,-83.9508068,Michigan,United States of America,85,70
Split,43.5147,16.4435,Split-Dalmatia County,Croatia,71.7105263158,30
Gijon,43.5322015,-5.6611195,Asturias,Spain,50,25
Livorno,43.548473,10.3105674,Tuscany,Italy,55.5555555556,62.5
Cannes,43.552847,7.017369,,France,75,25
Aviles,43.5579523,-5.9246653,Asturias,Spain,50,50
Sochi,43.6028079,39.7341543,Krasnodar Krai,Russia,75,42.8571428571
Toulouse,43.604652,1.444209,,France,61.2903225806,39.4230769231
Montpellier,43.610769,3.876716,,France,71.6666666667,29.5454545455
Boise,43.6150186,-116.2023137,Idaho,United States of America,68.9393939394,32.5
Ancona,43.6158299,13.518915,Marche,Italy,63.8888888889,30
Toronto,43.653226,-79.3831843,Ontario,Canada,65.5346820809,37.7994011976
Nice,43.7101728,7.2619532,,France,53.125,28.9473684211
Pisa,43.7228386,10.4016888,Tuscany,Italy,53.125,37.5
Sibenik,43.7350196,15.8952045,Sibenik-Knin County,Croatia,100,0
Monaco,43.7384176,7.4246158,,Monaco,28.7878787879,61.3636363636
Florence,43.7695604,11.2558136,Tuscany,Italy,52.6785714286,36
Urumqi,43.8266299,87.61688,Xinjiang,People's Republic of China,16.6666666667,62.5
Lucca,43.8429197,10.5026977,Tuscany,Italy,66.6666666667,37.5
Sarajevo,43.8562586,18.4130763,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,25,44.0104166667
Prato,43.8777049,11.102228,Tuscany,Italy,50,50
San Marino,43.94236,12.457777,,San Marino,87.5,50
Avignon,43.949317,4.805528,,France,57.1428571429,66.6666666667
Rimini,44.0678288,12.5695158,Emilia-Romagna,Italy,75,62.5
Zadar,44.119371,15.2313648,Zadar County,Croatia,100,8.3333333333
Forli,44.2227398,12.0407312,Emilia-Romagna,Italy,58.3333333333,100
Savona,44.2975603,8.4645,Liguria,Italy,66.6666666667,62.5
Cuneo,44.3844766,7.5426711,Piedmont,Italy,82.5,0
Barrie,44.3893556,-79.6903316,Ontario,Canada,83.8235294118,29.1666666667
Genoa,44.4056499,8.946256,Liguria,Italy,51.724137931,30
Ravenna,44.4183598,12.2035294,Emilia-Romagna,Italy,64.2857142857,16.6666666667
Bucharest,44.4267674,26.1025384,,Romania,23.5057471264,55.023364486
Bologna,44.494887,11.3426163,Emilia-Romagna,Italy,38.1578947368,28.0303030303
Sevastopol,44.61665,33.525367,,Ukraine,75,56.25
Modena,44.647128,10.9252269,Emilia-Romagna,Italy,39.0625,50
Halifax,44.6475811,-63.5727683,Nova Scotia,Canada,84.5744680851,36.25
Novorossiysk,44.7180464,37.7770118,Krasnodar Krai,Russia,33.3333333333,90
Parma,44.801485,10.3279036,Emilia-Romagna,Italy,34.375,56.8181818182
Belgrade,44.8125449,20.46123,Belgrade District,Serbia,34.8253275109,50.9049773756
Bordeaux,44.837789,-0.57918,,France,68.4782608696,42.6470588235
Ferrara,44.8381237,11.619787,Emilia-Romagna,Italy,39.2857142857,50
Pula,44.8666232,13.8495788,Istria County,Croatia,88.6363636364,27.2727272727
Asti,44.9007512,8.2064257,Piedmont,Italy,62.5,50
Alessandria,44.9072727,8.6116796,Piedmont,Italy,35.7142857143,56.25
Simferopol,44.952117,34.102417,Republic of Crimea,Russia,18.75,33.3333333333
Saint Paul,44.9537029,-93.0899578,Minnesota,United States of America,88.5416666667,30
Minneapolis,44.977753,-93.2650108,Minnesota,United States of America,79.5138888889,33.5714285714
Krasnodar,45.036035,38.9745706,Krasnodar Krai,Russia,44.4444444444,44.4444444444
Stavropol,45.0390116,41.9631954,Stavropol Krai,Russia,85.7142857143,28.5714285714
Piacenza,45.0526206,9.6929845,Emilia-Romagna,Italy,62.5,50
Rovinj,45.0811661,13.6387067,Istria County,Croatia,100,25
Cremona,45.133249,10.0226511,Lombardy,Italy,50,50
Slavonski Brod,45.1631431,18.0116081,Brod-Posavina County,Croatia,27.2727272727,17.8571428571
Tulcea,45.1716165,28.7914439,Tulcea County,Romania,80,29.1666666667
Grenoble,45.188529,5.724524,,France,34.0909090909,26.4705882353
Porec,45.2271652,13.5947399,Istria County,Croatia,83.3333333333,8.3333333333
Jixi,45.2952399,130.96954,Heilongjiang,People's Republic of China,12.5,50
Rijeka,45.3270631,14.442176,Primorje-Gorski Kotar County,Croatia,75,17.8571428571
Vukovar,45.3452377,19.0010204,Vukovar-Syrmia County,Croatia,25,75
Padua,45.4064349,11.8767611,Veneto,Italy,29.1666666667,50
Ottawa,45.4215296,-75.6971931,Ontario,Canada,84.5637583893,27.9929577465
Verona,45.4383842,10.9916215,Veneto,Italy,36.1111111111,42.8571428571
Venice,45.4408474,12.3155151,Veneto,Italy,36.25,67.8571428571
Novara,45.44693,8.6221612,Piedmont,Italy,65,0
Milan,45.4642035,9.189982,Lombardy,Italy,24.3975903614,39.4904458599
Karlovac,45.4928973,15.5552683,,Croatia,75,25
Montreal,45.5016889,-73.567256,Quebec,Canada,70.7602339181,36.963190184
Portland,45.515232,-122.6783853,Oregon,United States of America,74.1228070175,36.3425925926
Izola,45.5374048,13.6600802,Municipality of Izola,Slovenia,90,10
Brescia,45.5415526,10.2118019,Lombardy,Italy,22.65625,70.5357142857
Vicenza,45.5454787,11.5354214,Veneto,Italy,45,47.5
Koper,45.548059,13.7301877,City Municipality of Koper,Slovenia,87.5,0
Osijek,45.5549624,18.6955144,Osijek-Baranja County,Croatia,83.75,13.3333333333
Biella,45.5628842,8.0583397,Piedmont,Italy,87.5,50
Monza,45.5845001,9.2744485,Lombardy,Italy,42.8571428571,50
Busto Arsizio,45.611892,8.8531265,Lombardy,Italy,0,75
Trieste,45.6495264,13.7768182,Friuli-Venezia Giulia,Italy,58.8709677419,29
Treviso,45.6668893,12.2430437,Veneto,Italy,50,27.7777777778
Bergamo,45.6982642,9.6772698,Lombardy,Italy,46.6666666667,35
Villeurbanne,45.771944,4.8901709,,France,75,50
Clermont-Ferrand,45.777222,3.087025,,France,80.5555555556,15
Como,45.8080597,9.0851765,Lombardy,Italy,58.3333333333,40
Zagreb,45.8150108,15.981919,,Croatia,69.7740112994,26.5988372093
